,index,Book,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Author,Image,Year,Description,Buy,max_val,max_col
40,40,Her Twin Baby Secret,0,0,0,0.036825344,0,0,0.063817002,0,0,0,0.085895911,0,0,0,0,0,0.184845969,0,0,0.608450234,0,0,0,0,0,Therese Beharrie,https://m.media-amazon.com/images/I/81g04m-3p7L._AC_UY218_.jpg,2020,"Could her biggest competition... become her babies' father?
 
 Alexa Moore is the definition of empowered and independent. She runs her own successful business and she's decided to start the family she's longed-forby herself! But after business rival Benjamin Foster comes to her rescue and pretends to be her boyfriend for a night, their earth-shattering kiss sparks Alexa's desire to share much more with him... can she find her Happily-Ever-After with this unexpected love?",https://www.amazon.com/Twin-Baby-Secret-Therese-Beharrie-ebook/dp/B07TSQJDYB/ref=sr_1_1?dchild=1&keywords=Her+Twin+Baby+Secret+Therese+Beharrie&qid=1615773622&s=books&sr=1-1,0.608450234,19
41,41,Untamed Love,0,0.012546388,0,0,0,0,0,0,0,0,0.014151817,0.025478404,0,0,0.011255763,0,0.539653599,0,0,0.381980538,0,0,0,0,0,Lindsay Evans,https://m.media-amazon.com/images/I/91YDHRFNTlL._AC_UY218_.jpg,2016,"The one you can't resist...
 
 A winning bid at a silent auction gets Mella Davis more than just complimentary services from landscape architect Victor Raphael. It sparks an instantaneous attraction to the brooding bachelor that takes her completely by surprise. Stern and tightly wound on the surface, irresistibly masculine underneath, he's a challenge to her single-and-loving-it statusand to the heart she's learned to protect. And still, she can't help giving in.
 
 Ever since love burned him in the past, nothing has cracked Victor's calm control. Then he glimpses carefree, vivacious Mella at a Miami charity event. Uninhibited days and sensual nights follow as she brings warmth and desire back to his world, until doubt wrenches them apart. Opposites attract, but can they also overcome their differences...and sow the seeds to thrilling and lasting love?",https://www.amazon.com/Untamed-Love-Kimani-Romance-Book-ebook/dp/B0105YDFVG/ref=sr_1_1?dchild=1&keywords=Untamed+Love+Lindsay+Evans&qid=1615773678&s=books&sr=1-1,0.539653599,16
42,42,Make a Scene,0,0,0,0,0,0,0.182776108,0.027542893,0,0,0.027852546,0.01847928,0,0.063375548,0.031377155,0,0.559172153,0,0,0.076993987,0,0,0,0,0,Mimi Grace,https://m.media-amazon.com/images/I/81-1xNlLs0L._AC_UY218_.jpg,2020,"Faking this relationship should be a piece of cake.
 
 Retta Majors is having a bad day. But that's to be expected when your ex gets engaged to your cousin. Instead of (totally) freaking out, Retta decides to attend the wedding with her amazing, faithful, and handsome boyfriend. One problem...He doesn't exist.
 
 Duncan Gilmore is living his dream. His boxing gym is open for business, and he's focused on success. The last thing on his mind is a relationship. That is until the beautiful baker next door makes him an offer so bizarre, he can't refuse. One weekend of pretending to be Retta's boyfriend should be easy.
 
 However, shared kisses and some flirting start to blur the lines in their fake relationship. When their performance draws to a close, will they go their separate ways or return for an encore?",https://www.amazon.com/Make-Scene-Mimi-Grace-ebook/dp/B08DHFNMXR/ref=sr_1_2?dchild=1&keywords=make+a+scene&qid=1615774503&s=books&sr=1-2,0.559172153,16
43,43,Black Dahlia,0.042245448,0,0,0.077203594,0.035868619,0,0.125547707,0.394384325,0,0,0,0.210265577,0,0,0.017388806,0,0.062240146,0,0.020839764,0.011967895,0,0,0,0,0,Tiffany Patterson,https://m.media-amazon.com/images/I/91xS4ua0HNL._AC_UY218_.jpg,2015,"A year and a half ago, Mercedes Holmes and Raul Santiago shared an explosive encounter that ended abruptly. Since then, Mercedes has gone out of her way to keep both her emotional and physical distance from the sexy and charming Brazilian. Now, however, the full-time assistant principal and part-time burlesque dancer finds herself in need of Raul's security services.
 
 Raul Santiago is the consummate ladies' man. He's wealthy, sexy-as-sin, and just dangerous enough to put himself between the woman he's had his eye on for more than a year and the stranger stalking her. When Raul finds himself not only offering Mercedes his professional services, but opening up his home to her, the undeniable chemistry between the two becomes irresistible. Over the course of one busy, burlesque performance-filled summer, Raul fights to break down Mercedes' emotional walls, and stop whoever it is that is threatening Mercedes' life.",https://www.amazon.com/Black-Dahlia-Book-Burlesque-ebook/dp/B014RM9CU0/ref=sr_1_1?dchild=1&keywords=Black+Dahlia+Tiffany+Patterson&qid=1615774420&s=books&sr=1-1,0.394384325,7
44,44,Surrender My Heart,0.017930813,0,0,0.045962278,0,0,0,0.014296798,0,0,0,0.287985265,0,0,0,0,0.333618075,0,0,0.052218679,0,0,0,0,0.228741601,Kayla Perrin,https://m.media-amazon.com/images/I/81jbpdsikUL._AC_UY218_.jpg,2012,"Natalie Hart has sworn off love and basketball.
 
 All sports, for that matter. Her pro-athlete husband cheated on herand she's not sure she'll ever be ready to give her heart again. Now she's single and working at a children's charity, and it's not just event planning that has her putting in overtime. Local football celebrity Michael Jones is organizing a gala affair with Natalie. And the sexy jock has made it crystal clear he'd like to kick off with seduction. But can Natalie let down her guard and fall for another professional athlete?
 
 Michael Jones is used to women falling at his multimillion-dollar, cleat-covered feet. But Natalie is giving him a run for his money. With the vulnerable beauty arousing his fierce protective instinctsand a desire neither has the power to resistMichael is ready to let his playboy past go. If Natalie's willing, together they can surrender to their future. Body, heart and soul.",https://www.amazon.com/Surrender-Heart-Harts-Love-Book-ebook/dp/B007BBVCDA/ref=sr_1_1?dchild=1&keywords=Surrender+My+Heart+Kayla+Perrin&qid=1615774521&s=books&sr=1-1,0.333618075,16
45,45,Love's Sweet Melody,0.318079114,0,0,0,0,0,0,0.015371935,0,0,0,0,0,0,0,0.06003619,0.561776519,0,0,0.032648653,0,0,0,0,0,Kianna Alexander,https://m.media-amazon.com/images/I/81crUUrdvlL._AC_UY218_.jpg,2018,"Autumn, 1946
 
 Warner Hughes returns home from war with the lingering effects of battle. Abandoned by his sweetheart and ostracized by his community, he feels he has no real home.
 
 Elizabeth ""Betty"" Daniels has one love: music. Betty's family wants to see her married, busy with affairs of the home, leaving no time to pursue her art.
 
 Warner's only solace is in the sweet melody of Betty's music. To Betty's mind, marriage means giving up the freedom to pursue her art. Can Warner let love in, and can Betty make room for love?",https://www.amazon.com/Loves-Sweet-Melody-Decades-American-ebook/dp/B07C28LLKD/ref=sr_1_1?dchild=1&keywords=Love%27s+Sweet+Melody+Kianna+Alexander&qid=1615774582&s=books&sr=1-1,0.561776519,16
46,46,His Bedpost Queen,0,0,0,0.103174008,0.061432797,0,0.013597425,0,0,0,0,0.171928436,0,0,0,0,0.055488169,0,0.074371196,0.503719151,0,0,0,0,0,Lena Hart,https://m.media-amazon.com/images/I/91dxPHIWZ7L._AC_UY218_.jpg,2014,"Love is a valuable weapon...
 Resort and casino co-founder David Carrone has worked hard for what he has. As the illegitimate son to a notorious crime boss, he makes it a point to distance himself from that corrupt life. But when his past comes back in the form of smooth curves and raw passion, David is immediately brought low, putting all he's worked hard for at risk.
 
 Athena Lewis is a mistress at deception. She's savvy with a computer, has a sharp mind, and even sharper attitude. Except when it comes to ""Davie,"" the only man who's ever made her feel safe. But to protect the only family she has, Athena must take on a job that goes against everything she believes ineven if that includes using the last trick she has left. Her body.
 
 With David's trust betrayed and Athena's ""mission"" exposed, they both set out to right some wrongs while playing a game that will only end with them losing their hearts.",https://www.amazon.com/His-Bedpost-Queen-Quartette-Book-ebook/dp/B00M3A1S42/ref=sr_1_1?dchild=1&keywords=His+Bedpost+Queen+Lena+Hart&qid=1615774657&s=books&sr=1-1,0.503719151,19
47,47,His Flower Queen,0,0,0,0.078571342,0.044322681,0,0.017502718,0,0,0,0,0.170729473,0,0,0,0,0.278759241,0,0,0.40953204,0,0,0,0,0,Lena Hart,https://m.media-amazon.com/images/I/91gtFJosPzL._AC_UY218_.jpg,2014,"Lies can be toxic...
 Gabe is a shrewd businessman to one of Las Vegas' upscale resort and casinos. What he wants, he naturally takesand he wants Nina. Held in a bitter divorce, Gabe finds it difficult to put his trust in anyone. Until Nina. But there's one person keeping him from having herhis soon-to-be ex-wife.
 
 Gullible and trusting, Regina ""Nina"" Conners can't get enough of Gabriel Alexander. He's smart, sexy and lights a fire in her she never knew she had. Flown out to start her position as the new publicist for a very important client, Nina soon discovers that her fiery relationship with Gabe is ensnared in nothing but secrets and lies...
 
 Caught in a web of jealousy and obsession, Gabe must do whatever it takes to restore Nina's faith in him or risk losing the woman he's determined to have.",https://www.amazon.com/His-Flower-Queen-Quartette-Book-ebook/dp/B00L6H0TZ2/ref=sr_1_2?dchild=1&keywords=His+Bedpost+Queen+Lena+Hart&qid=1615774677&s=books&sr=1-2,0.40953204,19
48,48,Loving the Lawman,0.669318855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078700691,0.180411935,0,0,0.062245466,0,0,0,0,0,Kianna Alexander,https://m.media-amazon.com/images/I/516LM60v-SL._SY346_.jpg,2014,"Noah Rogers, Ridgeway's sheriff, takes his job very seriously. An intense man by nature, he bears the responsibility of the safety of the townsfolk, with only a single deputy to aid him. He's eschewed romantic entanglements in order to give his full focus to his very important work- that is, until he lay eyes on Miss Ridgeway. He's desired her from afar, biding his time, watching as she cut down a string of ""suitable men,"" one after another. He's aware of her reputation; still, he senses a vulnerable, radiant creature beneath all the sass and ire, one he intends to discover.",https://www.amazon.com/Loving-Lawman-Ridgeway-Historical-Romance-ebook/dp/B00IYZV430/ref=sr_1_1?dchild=1&keywords=Loving+the+Lawman+Kianna+Alexander&qid=1615774837&s=books&sr=1-1,0.669318855,0
49,49,Sweet Spot,0,0,0,0,0,0,0,0,0,0,0.014837604,0.116810486,0,0,0.424504578,0,0.070880108,0,0.026912449,0,0,0,0.127690464,0,0.20782885,Kayla Perrin,https://m.media-amazon.com/images/I/51hYlaJOv0L.jpg,2008,"The Sweet Spot has nothing to do with football...
 
 Just ask Kahari Brown, one of the NFL's sexiest stars. He knows how to handle a football, and always thought he had a way with the ladies. But his smooth moves off the field are only getting him into hot water these days.
 
 And no one is hotter than Zoe Andrews. When she thrusts a mic in his face and asks him if he's the father of a crazy fan's baby, he's ready to tackle her and toss her out of the locker room on her shapely butt. But there's something about Zoe...
 
 Zoe's Rule Number One: Never Date an Athlete!
 
 Zoe will do anything to make it as a top sports reporter, even ask the controversial question that puts her toe to toe with Kahari. Still, she can't help noticing that the brother is mighty fine. Now the heat is on and Zoe is wondering if she should have fanned the flames, because she's falling for Kahari's charm -- something she swore she'd never do. Yet it's hard to resist his smooth moves, making Zoe wonder, is he sweet-talking his way into her heart for love -- or for something else?",https://www.amazon.com/Sweet-Spot-Kayla-Perrin-ebook/dp/B001NRNIQW/ref=sr_1_1?dchild=1&keywords=Sweet+Spot+Kayla+Perrin&qid=1615774986&s=books&sr=1-1,0.424504578,14
50,50,Carter's Flame,0.010049993,0,0,0.032549597,0.031350557,0,0.09657342,0.111138619,0,0,0,0.337884545,0,0,0.039980281,0,0.129762739,0,0.118646719,0.086882547,0,0,0,0,0,Tiffany Patterson,https://m.media-amazon.com/images/I/91oU4lZeyfL._AC_UY218_.jpg,2018,"I was born into a world of wealth and privilege. My birthright was to be at the helm of one of the world's leading energy companies. But that wasn't my purpose in life. Sitting behind a desk of a fortune 500 isn't what gets me going. I'll leave that life to my brothers. No. It took me years to find my true purpose. Saving lives. Walking into the depths of hell to pull out survivors. It's what gets me out of my bed in the morning, and eventually, it's what led me to her.
 On a day that, to her, must've seemed like the wrong place and wrong time, is where I met my destiny. Michelle Clarke. Our worlds collided and I knew instantly that she was mine. Everything in my life up until this point has been preparing me for her.
 My childhood.
 The eight years I spent in special forces.
 And the last six years spent as a proud member of the Williamsport Fire Department's Rescue 4 squad.
 All of it was preparation for her. And nothing, not her reluctance, not my brother, and not even her son's father will stand in the way of what belongs to me. My job is to rescue people and put out fires, but I will set anyone who stands in our way, ablaze. I will happily pour the gasoline and light the match and set all of this shit aflame, just to ensure she is where she belongs ... with me.",https://www.amazon.com/Carters-Flame-Rescue-Four-Novel-ebook/dp/B07BD3Z2X4/ref=sr_1_1?dchild=1&keywords=Carter%27s+Flame+Tiffany+Patterson&qid=1615775064&s=books&sr=1-1,0.337884545,11
51,51,Birthday Shot,0,0,0,0,0.107104413,0,0.273531437,0.067795895,0,0,0,0.161998674,0,0,0,0,0.098672561,0,0.077800296,0.203722715,0,0,0,0,0,Rilzy Adams,https://m.media-amazon.com/images/I/919VjGYfBfL._AC_UY218_.jpg,2020,"Shae Abbott has always had a soft spot for her older brother's best friend, Kofi. But that is old, old news. It was just a childhood crush. When Kofi returns to Antigua for her brother's engagement party, Shae realizes maybe her crush isn't such old news after all. But could Kofi be interested in the woman who used to follow him around with hearts in her eyes? Shae's thirtieth birthday is approaching and she wonders if maybe it is finally the time to shoot her shot. After all, everyone knows birthday sex doesn't count. Or does it?",https://www.amazon.com/Birthday-Shot-Rilzy-Adams-ebook/dp/B08GJ5GKGV/ref=sr_1_1?dchild=1&keywords=Birthday+Shot+Rilzy+Adams&qid=1615775286&s=books&sr=1-1,0.273531437,6
52,52,The Pleasure of His Company,0,0,0,0,0.010363621,0,0,0.020210354,0,0,0,0.013553201,0,0,0.03914316,0,0.534023643,0,0,0.374978423,0,0,0,0,0,Lindsay Evans,https://m.media-amazon.com/images/I/91bo+Vk7CwL._AC_UY218_.jpg,2017,"A taste of paradise
 
 For two weeks each year, Kingsley Diallo puts aside his responsibilities as CEO of a multibillion-dollar company and heads to Aruba. It's his chance to surf, unwind and enjoy the anonymity of just blending into a crowd. Then one day he sees Adah Palmer-Mitchell on the edge of the beach and wants to make a meaningful connection with her. Instinct tells him she's keeping a secret, but the stunning island setting and Adah's sensual beauty are an irresistible combination...
 
 Disillusioned by romance, Adah agreed to an engagement to bolster her parents' business interests. Suddenly that love-free arrangement is a sacrifice she's not sure she can make. Handsome, charismatic and confident, Kingsley awakens her dormant desires, tantalizing her with the possibility of a passionate future. As their dangerous game of attraction escalates, can she choose between family loyalty...and the call of her heart?",https://www.amazon.com/Pleasure-Company-Miami-Strong-Book-ebook/dp/B01LLPCDB6/ref=sr_1_1?dchild=1&keywords=The+Pleasure+of+His+Company+Lindsay+Evans&qid=1615775327&s=books&sr=1-1,0.534023643,16
53,53,His Princess by Christmas,0.027257966,0,0,0.017236045,0,0,0.170701802,0,0,0,0,0,0,0,0,0,0.149416611,0,0,0.61987263,0,0,0,0,0,Therese Beharrie,https://m.media-amazon.com/images/I/91mj7TCnDkL._AC_UY218_.jpg,2020,"When single mom...
 
 ...meets crown prince!
 
 Amari Hayes just knew hiring the mysterious Kade would be nothing but trouble. But with Christmas approaching, she needs the help, and there was something about the tall, dark and handsome guy that called to her. Kade is running from something, a painful secret, and Amari knows that feeling all too well... After one incredible kiss, Kade's secret is about to be revealed! Is Amari prepared for the royal consequences?
 
 From Harlequin Romance: Be swept away by glamorous and heartfelt love stories.",https://www.amazon.com/His-Princess-Christmas-Harlequin-Romance-ebook/dp/B086MZ4X94/ref=sr_1_1?dchild=1&keywords=His+Princess+by+Christmas+Therese+Beharrie&qid=1615775410&s=books&sr=1-1,0.61987263,19
54,54,The Bewildered Bride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999752939,0,0,0,0,0,0,0,0,0,Vanessa Riley,https://m.media-amazon.com/images/I/91osJDZz36L._AC_UY218_.jpg,2019,"Ruth Croome, a Blackamoor heiress, was supposed to get married in a gorgeous wedding gown, made from her father's exquisite fabrics. Instead, they eloped to Gretna Green and upon returning, their carriage was beset by highwaymen and she witnessed the murder of her new husband. Now, four years later, with a child, she wants to move on with her life. A marriage of convenience will do. Ruth already had a love for the ages.
 
 Adam Wilky is really the heir to the Wycliff barony--which he never told Ruth. Too much danger. So many secrets. When he was nearly beaten to death and sold into impressment, he thought Ruth had died, too. Ready for revenge, he finally returns and discovers Ruth alive--with a son who could only be his--and she is furious to discover he lied to her. Now it'll take more than remembered passion if he hopes to win his reluctant wife back...",https://www.amazon.com/Bewildered-Bride-Advertisements-Love-Book-ebook/dp/B07SQLPT9Q/ref=sr_1_1?dchild=1&keywords=The+Bewildered+Bride+Vanessa+Riley&qid=1615775462&s=books&sr=1-1,0.999752939,15
55,55,Tender to His Touch,0,0,0,0,0.050222747,0,0,0,0,0,0,0.399904907,0,0,0.013024748,0,0.398537815,0,0.059687164,0.063524887,0,0,0,0,0,Adrianne Byrd,https://m.media-amazon.com/images/I/514tDKTgDFL._AC_UY218_.jpg,2009,"Hollington Homecoming Queen Beverly Turner is pulling out all the stops for her ten-year reunion. The trendy designer's first order of business is to let loose and have some fun. And her wish just might come true when she meets Lucius Gray. The hunky, high-powered Atlanta attorney is looking for the same thing she is: a sexy fling with no strings.
 
 Lucius needs a time-out from his workaholic life, and the chic, sensual designer more than fits the bill. Like Beverly, the single father has been burned by love. But Beverly is arousing feelings that are making him long to turn their sizzling affair into a lifetime of passion. If she'll let him, he'll give her the happy ending she deserves and prove to this unforgettable woman that there is life--and love--after college...",https://www.amazon.com/Tender-Touch-Hollington-Homecoming-Book-ebook/dp/B002WEPEMQ/ref=sr_1_1?dchild=1&keywords=Tender+to+His+Touch+Adrianne+Byrd&qid=1615775521&s=books&sr=1-1,0.399904907,11
56,56,Sinful Chocolate,0,0,0,0,0,0,0,0.030019594,0,0,0.040075473,0.37160486,0,0,0,0,0.380143732,0,0.055177972,0.094488636,0,0,0,0,0,Adrianne Byrd,https://m.media-amazon.com/images/I/21hIkfbeIBL._AC_UY218_.jpg,2008,"Charlie Masters, playa extraordinaire, has no plans to change his heartbreaker ways. Then some bad news from his doctor gives him pause for regret... and six months to make things right with all the women he's wronged.
 
 Most don't believe him; a few are cooking up revenge; and one has a knockout sister offering him a taste of heaven.
 
 Gisella Jacobs is busy launching her new shop, Sinful Chocolate, when delectable Charlie knocks at her door. Her friends warn that he's trouble, but his kiss is richer than her finest Belgian cocoa, his touch as velvety smooth as her lightest truffle. And when something so wrong feels so right... how can a woman resist?",https://www.amazon.com/Sinful-Chocolate-Kappa-Psi-Book-ebook/dp/B001OERNJC/ref=sr_1_1?dchild=1&keywords=Sinful+Chocolate+Adrianne+Byrd&qid=1615775578&s=books&sr=1-1,0.380143732,16
57,57,Destiny's Surrender,0.916183829,0,0,0,0,0,0,0,0,0,0,0.019268051,0,0,0,0.014625292,0,0,0,0.041547783,0,0,0,0,0,Beverly Jenkins,https://m.media-amazon.com/images/I/91x6MzS3evL._AC_UY218_.jpg,2013,"Award-winning romance author Beverly Jenkins offers up another high-stakes historical romance that is sure to make you swoon.
 
 With Destiny's Embrace, Jenkins brings readers back to the American West, where Logan Yates, a self-important ranch owner, must confront his feelings for his beautiful, free spirited housekeeper, Mariah Cooper. While they bicker incessantly, their sexual tension is palpable, and only rises when Mariah's former lover arrives on the scene. Will she accept Logan's heart?
 
 Set in 19th-century California, Destiny's Embrace features unforgettable characters and a satisfying mix of adventure and passion from nation's premier writer of African-American historical romance.",https://www.amazon.com/Destinys-Embrace-Beverly-Jenkins-ebook/dp/B008CH20O2/ref=sr_1_1?dchild=1&keywords=Destiny%27s+Embrace+Beverly+Jenkins&qid=1615776780&s=digital-text&sr=1-1,0.916183829,0
58,58,Blame It on the Billionaire,0.028257048,0,0,0.037462238,0.369341642,0,0,0,0,0,0,0.048675723,0,0,0.067371905,0.01022702,0.141278133,0,0,0.262133688,0.017151553,0,0,0,0,Naima Simone,https://m.media-amazon.com/images/I/81tYUQswJOL._AC_UY218_.jpg,2020,"One night in a blackout leads to a fake engagement between an assistant and her boss in this Blackout Billionaires novel by USA TODAY bestselling author Naima Simone.
 
 Executive assistant Nadia Jordan has long had a secret crush on CEO Grayson Chandler, but the start-up billionaire doesn't even know she exists. When she falls into his arms at the Du Sable Gala, and the lights go out in a citywide blackout, one kiss leads to a night of soul-stealing passion. And what happens in the dark never stays in the dark...
 
 Because Grayson sees his chance to evade his matchmaking mother by making a proposal Nadia can't refuseshe'll be his fake fiance! As she steps into Grayson's privileged Chicago world, will his mother and vengeful ex destroy her dreams? Or will her fake fianc make those dreams a reality?",https://www.amazon.com/Blame-Billionaire-Blackout-Billionaires-Book-ebook/dp/B07WRLSRS3/ref=sr_1_2?dchild=1&keywords=Blame+It+on+the+Billionaire+Naima+Simone&qid=1615775744&s=books&sr=1-2,0.369341642,4
59,59,Falling for His Convenient Queen,0,0,0,0.055360656,0,0,0.065874361,0,0,0,0,0,0,0,0,0,0.177104697,0,0,0.689896464,0,0,0,0,0,Therese Beharrie,https://m.media-amazon.com/images/I/81OWeUUKhpL._AC_UY218_.jpg,2018,"Conveniently Wed, Royally Bound...
 
 ...until the queen melted the king's heart
 
 King Zacchaeus's plan to marry Princess Nalini was purely to secure the alliance between their kingdoms--but his bride has ulterior motives! Nalini has no intention of settling for anything less than love, and she'll enjoy every second of challenging the reluctant king to open his heart.",https://www.amazon.com/Falling-Convenient-Queen-Conveniently-Royally-ebook/dp/B073ZFDBL1/ref=sr_1_1?dchild=1&keywords=Falling+for+His+Convenient+Queen+Therese+Beharrie&qid=1615775817&s=books&sr=1-1,0.689896464,19
60,60,No Hiding for The Guilty,0.037456848,0,0,0,0,0,0,0,0,0,0.026620334,0,0,0,0,0.775713444,0,0,0,0.159491718,0,0,0,0,0,Vanessa Riley,https://m.media-amazon.com/images/I/81NfHg07CeL._AC_UY218_.jpg,2017,"What if superheroes were mortals who lived and loved during the Regency? The Heart of a Hero Series tells all.
 
 The military leaders of the fraught Almeida Siege are dying, but not fast enough for a chef with a grudge to bear and axes to sharpen. Using her position as cook to the famed inventor, Lord Hartland, Isadel Armijo learns that one of the butchers responsible for slaughtering her family will sup at Hartland Abbey at month's end. The chef is determined to serve the guilty man his last meal, one with a cake possessing a controlled detonation so she can watch him die. Only one person can teach her how to whip eggs with black powder, Wellington's hulking explosives expert, Hugh Bannerman. Can she persuade the recluse to return to society to help avenge her family with a dessert to-die-for?
 
 With his soul in torture for the lives his actions have decimated, the hulking Hugh Bannerman is convinced his sins have manifested into leprosy. As the surviving member of his family, how can he take his place in society knowing his uncontrollable anger increases the spots discoloring his skin and puts others at risk? No, he'll remain in hiding until the Almeida Killer finds him or the incorrigible chef Isadel causes too much trouble, concocting a deadlier course, one part hope, a sprinkle of crazy, and a maddening sauce of desire.
 
 Can two very different people find the recipe to right the wrongs of the past or forever remain prisoners to guilt?",https://www.amazon.com/Hiding-Guilty-Heart-Hero-Book-ebook/dp/B072F2XK6N/ref=sr_1_1?dchild=1&keywords=No+Hiding+for+The+Guilty+Vanessa+Riley&qid=1615775889&s=books&sr=1-1,0.775713444,15
61,61,Enough,0,0,0,0,0.024494257,0,0,0.03516297,0,0,0,0.742168963,0,0,0.011160283,0,0.019392012,0,0.032548126,0.134398356,0,0,0,0,0,Stephanie Nicole Norris,https://m.media-amazon.com/images/I/61fwyEtssWL._AC_UY218_.jpg,2017,"At the celebration of her best friend's wedding, Claudia Steven's is trying to sort out her tumultuous emotions, regarding the groom's best man and brother, Jaden Alexander Rose.
 
 What started as a platonic relationship, has turned into a battle of wills whenever they find themselves together. Their heated exchanges have risen to the surface, and desire spills over on contact. However, Claudia fears she is not enough to be on the arm of a prestigious benefactor like Jaden. And Claudia is sure that's why he's friend-zoned her.
 
 Multimillionaire investment banker, Jaden Alexander Rose is here today and gone tomorrow. Business is his priority, which is why he has kept the passion that grows for Claudia at arm's length. But the bachelor cannot seem to fight off the dynamic hold Claudia has on him, ever since meeting her six months ago at a charity event. Now at his brother's wedding, Jaden crosses that platonic line, and he has every intention of showing Claudia she's all he needs and more.
 
 The Falling for a Rose series follows each member of the Rose family as they explore this thing called love. However, each book is just as enjoyable if read as a standalone as it is if read in the series order.",https://www.amazon.com/Enough-Falling-Rose-Book-2-ebook/dp/B073W26QZ7/ref=sr_1_1?dchild=1&keywords=Enough+Stephanie+Nicole+Norris&qid=1615775961&s=books&sr=1-1,0.742168963,11
62,62,Stay With Me,0,0,0,0.025239168,0,0,0.206831262,0.016526675,0,0,0,0.130096659,0,0,0,0,0.165872693,0,0.445717603,0,0,0,0,0,0,Alexandria House,https://m.media-amazon.com/images/I/81Cugx69xQL._AC_UY218_.jpg,2017,"Twice unlucky in love, natural hair vlogger, Angela Strickland, has settled into a life centered around avoiding men and relationships like the plague. Unwilling to risk another broken heart, she resigns herself to being a perpetually single woman.
 
 Corporate man and self-professed womanizer, Ryan Boy, doesn't believe in relationships or love and thinks anyone who does is a fool. But there's just something about Angela Strickland he can't shake...
 
 When these two cross paths, their attraction to one another is undeniable. Will they find that the love they've both evaded is exactly what they both need?",https://www.amazon.com/Stay-Me-Strickland-Sisters-Book-ebook/dp/B072FGX91V/ref=sr_1_1?dchild=1&keywords=Stay+With+Me+Alexandria+House&qid=1615776028&s=books&sr=1-1,0.445717603,18
63,63,Along for the Ride,0,0,0,0,0,0,0.169463113,0.010186641,0,0,0,0.039392795,0,0,0.010369467,0,0.62047565,0,0,0.138087541,0,0,0,0,0,Mimi Grace,https://m.media-amazon.com/images/I/81TyjvPOS+L._AC_UY218_.jpg,2019,"This road to love may have a few speed bumps...
 
 Former hot mess Jolene Baxter is committed to doing better. It's why she offered to help her sister and brother-in-law move across the country. However, her goodwill is tested when last minute changesmainly her father ditching her for an all-expenses paid vacationforces her to make the journey with a man who is the human version of a pebble in her shoe.
 
 Jason Akana operates on lists and bitter coffee, but none of those things will help him on a sixteen-hour trip with the most infuriating woman. Maybe they can get along and forget their heated confrontation five years ago at his best friend's wedding...when pigs fly.
 
 But the addition of vehicle problems, an unplanned pit stop in a small town, and chemistry that inconveniently tags along, shifts their perspectives. And once the dust settles after their trip, a tentative friendship emerges. Will these two stubborn people successfully navigate the unexpected feelings that follow close behind? Or will they hit a roadblock before reaching happily ever after?",https://www.amazon.com/Along-Ride-Mimi-Grace-ebook/dp/B07RZPYRTW/ref=sr_1_1?dchild=1&keywords=Along+for+the+Ride+Mimi+Grace&qid=1615776096&s=books&sr=1-1,0.62047565,16
64,64,Burning Desire,0,0,0,0.020356677,0,0,0.010974607,0,0,0,0,0.400939226,0,0,0,0,0.25392279,0,0,0.115852319,0,0,0,0,0.191781446,Kayla Perrin,https://m.media-amazon.com/images/I/81iRccqWT6L._AC_UY218_.jpg,2014,"Their passion's rising...
 
 Ever since the tragedy that tore through his life, Mason Foley guards his heart, never letting any woman get too close. Yet the gorgeous, independent Sabrina Crawford is perfect for a sizzling fling, even if she does seem resistant to his charms. He'll just have to turn up the heat, igniting a longing the hard-to-get wedding photographer can't resist.
 
 Once burned is enough for Sabrina to swear off a man's touch forever. But it's impossible to ignore the hunky San Diego firefighter who's making her temperature soar. And when Mason puts his life on the line to save hers, Sabrina knows she's found her ultimate hero. If she gives in, though, is she headed down the road to heartbreak once again? Or will she find a love to keep her soul ablaze forever?",https://www.amazon.com/dp/B00HAZ5DVO/ref=dp-kindle-redirect?_encoding=UTF8&btkr=1,0.400939226,11
65,65,This Tender Melody,0.068379253,0,0,0,0,0,0,0,0,0,0,0.066666581,0,0,0,0,0.845593691,0,0,0,0,0,0,0,0,Kianna Alexander,https://m.media-amazon.com/images/I/91oII73ILuL._AC_UY218_.jpg,2015,"Rivals--in perfect harmony...
 
 The only thing standing between Eve Franklin and her dream is over six feet of pure, arrogant alpha male. Eve has spent years preparing to take the reins of her family's software business. Now that her father is stepping down, he's putting someone else in charge--a gorgeous tech magnate who's not content with just taking Eve's place in the boardroom. He plans to woo her into his bedroom, as well!
 
 Software genius, talented musician and independently wealthy at thirty-six--Darius Winstead has always known how to get what he wants. And he wants Eve. But she is a challenge unlike any other. She's sophisticated, smart and not the least bit intimidated by his success. So Darius starts to reveal all aspects of his life and invites Eve to see the man behind the millionaire. Will it be enough to make Eve listen to her heart and trust her former enemy?",https://www.amazon.com/This-Tender-Melody-Gentlemen-Queen-ebook/dp/B00TE3TF7I/ref=sr_1_1?dchild=1&keywords=This+Tender+Melody+Kianna+Alexander&qid=1615776230&s=digital-text&sr=1-1,0.845593691,16
