Author,Book,Image,Year,Description,Buy,Book_old,file_number
Nana Malone,"Game, set, match",https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,"Game, set, match",135
Nana Malone,London bound,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,London bound ,136
Nana Malone,Royal tease,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Royal tease ,137
Nana Malone,Seductive in Stilettos,https://m.media-amazon.com/images/I/51ByV-XyiPL.jpg,2015,"A little freedom can change everything, for the Virgin and the Bad Boy.
 
 All sheltered student, Tristia Munroe, wanted was a little freedom. For the first time in four years, she's single and free of her security detail and from her past. First thing on her list? A little no-strings-attached fun. And by fun she means learning all about the world of dating and sex. Lucky for her, she's found just the right guy to teach her.
 
 Undercover security consultant, Shane Atkins, knows better than to let himself want anything - or anyone - too much. Wanting is dangerous. It leaves you vulnerable. Too bad the one and only thing he wantsthe girl he's been charged to protectis the girl he can't have.
 
 Will Shane dare to grasp his chance at happiness or will he give it all up for the mission. Will Trista be able to trust him when it matters most?
 
 Warning: Sexy, sass talking women will make you laugh, cry and want a pair of killer footwear.",https://www.amazon.com/Seductive-Stilettos-Complete-Collection-Contemporary-ebook/dp/B0146XI18O/ref=sr_1_1?dchild=1&keywords=Seductive+in+Stilettos+Nana+Malone&qid=1615772706&s=books&sr=1-1,Seductive in Stilettos,138
Nana Malone,Sultry in Stilettos,https://m.media-amazon.com/images/I/815qIDUvOWL._AC_UY218_.jpg,2012,"No man in his right mind falls for his best friend. It's always a recipe for disaster. Especially when she works with you.
 
 But I am not in my right mind. One kiss from Ricca Munroe changes everything. I need my job to fulfill a promise, but Ricca is a distraction and one hell of an opponent in the office.
 
 All I have to do is resist the seductive charms of my best friend. But she's just as determined to win as I am, and both of us are playing dirty.
 
 I can resist her right? How hard can that be?",https://www.amazon.com/Sultry-Stilettos-Contemporary-Romance-ebook/dp/B00A64ETZW/ref=sr_1_1?dchild=1&keywords=Sultry+in+Stilettos+Nana+Malone&qid=1615772656&s=books&sr=1-1,Sultry in stilettos,139
Nana Malone,Tempting in stilettos,https://m.media-amazon.com/images/I/51KvjQCGftL.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Tempting in stilettos,140
Nana Malone,The billionaire's secret,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,The billionaire's secret,141
Pepper Pace,A seal upon your heart,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,A seal upon your heart,51
Pepper Pace,A wrong turn toward love,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,A wrong turn toward love,52
Pepper Pace,Babygirl and the mean boss,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Babygirl and the mean boss,53
Pepper Pace,Beast,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Beast,54
Pepper Pace,Crash,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Crash,55
Pepper Pace,Juicy,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Juicy ,56
Pepper Pace,Miscegenis,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Miscegenis ,57
Pepper Pace,Stranded,https://m.media-amazon.com/images/I/51aG9Mkg5WL.jpg,2011,"This first novel published by author Pepper Pace continues to remain one of her most enduring reads. Now, re-edited, Stranded promises to be even more entertaining.
 
 Oceans Delano and Marshall Cohen could not be any different. She is a shy Jamaican born woman returning to the states after her father's death. Marshall Cohen is a privileged young businessman traveling out of the country to engage in 'sketchy' business dealings for his boss. When their small plane crashes, the two lone survivors are forced to depend on each other and in the process they learn to face their fears and to accept their differences. Caution: Includes graphic descriptions, sex and language.",https://www.amazon.com/STRANDED-Pepper-Pace-ebook/dp/B0067A2S5C/ref=sr_1_1?dchild=1&keywords=Stranded+Pepper+Pace&qid=1615778178&s=digital-text&sr=1-1,Stranded,58
Pepper Pace,The Throwaway Year,https://m.media-amazon.com/images/I/51o0JnII9zL._SY346_.jpg,2013,"Hayden Michaels had given six years of her life to MyKell before he informed her that things hadn't been right for a while. He had met someone else. And that's when she opened her eyes and saw the mess that she was; financially, emotionally and physically. Never able to maintain the discipline to carry through with any weight loss goal, Hayden makes a bold decision. She will throwaway an entire year of her life; moving towards her goals with no thought of pleasure or pain.
 
 As she recreates herself Hayden meets situations and people that help her to realize her worth, namely a man who has been written off by society. But the question becomes whether Hayden can accept the faults of someone else without allowing herself to go backwards?",https://www.amazon.com/Throwaway-Year-Pepper-Pace-ebook/dp/B00FIUDIRO/ref=sr_1_1?dchild=1&keywords=The+Throwaway+Year+Pepper+Pace&qid=1615778338&s=digital-text&sr=1-1,The throwaway year,70
Pepper Pace,They say love is blind,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,They say love is blind,71
Pepper Pace,Wheels of Steel 1,https://m.media-amazon.com/images/I/51+FAYm28vL.jpg,2013,"Jason, better known as Top, is an up and coming DJ. He's a white guy that knows more about Hip Hop than most and he also has cerebral palsy. His group Wheels of Steel is comprised of self-proclaimed misfits that are made cool by their talent. But despite his talent and popularity, Jason is plagued by issues of trust and anger.
 
 Robin is a shy black girl that takes a job as his home healthcare aid. Her crippling nervous condition makes everything difficult for her, not just her bad tempered client with cerebral palsy, but also his close knit friends, and even her mother with her best intentions. Their saga takes them along a musical journey of self-discovery and love.
 
 This three part interracial love story explores the spirit of love and acceptance between a person with an obvious disabilityand someone whose disabilities are not always quite so obvious.",https://www.amazon.com/Wheels-Steel-Book-Pepper-Pace-ebook/dp/B006SJOVX4/ref=sr_1_2?dchild=1&keywords=Wheels+of+steel+1+Pepper+Pace&qid=1615777915&s=digital-text&sr=1-2,Wheels of steel 1,72
Pepper Pace,Wheels of Steel 2,https://m.media-amazon.com/images/I/51nqvObmTZL._AC_UY218_.jpg,2013,"In book 1 you were introduced to Robin and Jason; a talented young man with cerebral palsy and his introverted caregiver. Their dawning love transcended their racial and social difference. Now in book 2 Jason and Robin along with the other member of Wheels of Steel find themselves spiraling away from each other. The ultimate question that each of them will face is; can there be forgiveness after betrayal?
 
 Wheels of Steel is 3 part saga that is more than just an interracial love story. It is a journey of music, love, betrayal and trust. This story contains graphic sex and language and is intended for mature readers only.",https://www.amazon.com/Wheels-Steel-Book-Pepper-Pace-ebook/dp/B006UZ70P2/ref=sr_1_2?dchild=1&keywords=Wheels+of+Steel+2+Pepper+Pace&qid=1615776938&s=digital-text&sr=1-2,Wheels of steel 2,73
Pepper Pace,Wheels of steel 3,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Wheels of steel 3,74
Pepper Pace,Wheels of steel 4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Wheels of steel 4,75
Piper Huguley,A most precious pearl,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,A most precious pearl ,47
Piper Huguley,A treasure of gold,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,A treasure of gold,48
Piper Huguley,A virtuous ruby,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,A virtuous ruby,49
Piper Huguley,The swan,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,The swan ,50
Rebekah Weatherspoon,A cowboy to remember,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,A cowboy to remember,194
Rebekah Weatherspoon,Blacker than blue,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Blacker than blue,195
Rebekah Weatherspoon,So for real,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,So for real ,196
Rebekah Weatherspoon,So Right,https://m.media-amazon.com/images/I/910E0AwKY2L._AC_UY218_.jpg,2016,"First comes love. Then comes...the most ill timed proposal in history?
 
 Kayla Davis never dreamt she'd meet sexy, considerate, and seriously sweet Internet billionaire, Michael Bradbury, but ten months after Michael went from Sugar Daddy to for real boyfriend she can't imagine spending another day without him. Cohabitation is totally workingthrow in a puppy or two and Kayla has her happily ever after wrapped up in a perfect little bow.
 
 Until she finds out Michael might have bigger plans for their future, like marriage, kids, and ownership of a professional sports team. Kayla is more than ready to join Michael on this amazing ride through the next chapter of their lives, but first she needs to catch her breath and see if Michael is ready to be a part of a team and not just the boss.",https://www.amazon.com/SO-RIGHT-Sugar-Baby-Novella-ebook/dp/B01F1EHYZ8/ref=sr_1_2?crid=KQVE029RPHG1&dchild=1&keywords=so+sweet+rebekah+weatherspoon&qid=1615949120&s=digital-text&sprefix=so+sweet+rebe%2Cdigital-text%2C153&sr=1-2,So right,197
Rebekah Weatherspoon,So sweet,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,So sweet,198
Rilzy Adams,Birthday Shot,https://m.media-amazon.com/images/I/919VjGYfBfL._AC_UY218_.jpg,2020,"Shae Abbott has always had a soft spot for her older brother's best friend, Kofi. But that is old, old news. It was just a childhood crush. When Kofi returns to Antigua for her brother's engagement party, Shae realizes maybe her crush isn't such old news after all. But could Kofi be interested in the woman who used to follow him around with hearts in her eyes? Shae's thirtieth birthday is approaching and she wonders if maybe it is finally the time to shoot her shot. After all, everyone knows birthday sex doesn't count. Or does it?",https://www.amazon.com/Birthday-Shot-Rilzy-Adams-ebook/dp/B08GJ5GKGV/ref=sr_1_1?dchild=1&keywords=Birthday+Shot+Rilzy+Adams&qid=1615775286&s=books&sr=1-1,Birthday shot,303
Rilzy Adams,Go Deep,https://m.media-amazon.com/images/I/41wKLNq64-L.jpg,2020,"It was all supposed to be so simple. Navaya Howard is an erotic writer in a rut. Her readers are fed up of her stale plots and Navaya can't blame them. She's been celibate for over a year and a half since finding her now ex-boyfriend's side chick's positive pregnancy test on her bathroom counter. How can she write steamy romances if she can barely remember which body parts go into the other? Navaya enlists the help of her best friend, Xander, to revive the inspiration that used to have her sitting comfortably at the top of her game. What happens when the sex hits deeper than either of them expected and the tender emotions can no longer be denied? Navaya and Xander's arrangement has gone far deeper than intended. Will their friendship and their hearts survive the fall?",https://www.amazon.com/Go-Deep-Unexpected-Lovers-Book-ebook/dp/B08BXZ1HJX/ref=sr_1_1?dchild=1&keywords=go+deep&qid=1615770684&s=books&sr=1-1,Go deep,304
Rilzy Adams,Just One More Time,https://m.media-amazon.com/images/I/81LJTT96JxL._AC_UY218_.jpg,2018,"When Orlando Johnson walked out on Katrina Bolton nearly a decade ago, he swore to anyone who would listen that he would never regret it. Now fate has tossed them back together in the form of a little boy who needs their love and protection and Orlando realizes leaving Kat was the worst mistake of his life. Orlando is determined to get her back, but can he convince her to let them try their hand at love just one more time?",https://www.amazon.com/Just-More-Time-Falling-Johnson-ebook/dp/B07K2RJF6G/ref=sr_1_1?dchild=1&keywords=Just+One+More+Time+rilzy+adams&qid=1615771123&s=books&sr=1-1,Just one more time,305
Rilzy Adams,The Gift,https://m.media-amazon.com/images/I/71Wp7HsDBGL._AC_UY218_.jpg,2017,"When Maya's best friend, Charlotte, asks her to be her surrogate, she reluctantly agrees. Although pregnancy and motherhood were things Maya didn't plan to deal with for years, she was willing to sacrifice nine months of her time for her best friend's happiness.
 Her world is turned inside out when Charlotte is murdered just as Maya gets confirmation of the IVF's success. Now, Maya must raise the child she never intended to keep and preserve peace with Charlotte's widower, Jaxon.
 Soon Maya finds that pregnancy and impending motherhood are the least of her worries. She must fight against the tenderness she's begun to feel for her best friend's husband and she must atone for the sin she desperately tries to keep hidden.
 Maya Jenkins killed her best friend.",https://www.amazon.com/Gift-Falling-Like-Johnson-Book-ebook/dp/B06W2GMRFV/ref=sr_1_1?dchild=1&keywords=The+Gift+Rilzy+Adams&qid=1615773067&s=books&sr=1-1,The gift,306
Rilzy Adams,Will You Be Mine,https://m.media-amazon.com/images/I/81QFXoynDrL._AC_UY218_.jpg,2017,"JT Johnson has been in love with his best friend for as long as he can remember. Hallie, however, seems clueless or deliberately obtuse. When she asks him to pretend to be her boyfriend for her ex-best friend's wedding, JT hesitantly agrees. Will their escape to the Caribbean be Heaven or Hell in Paradise?",https://www.amazon.com/Will-Mine-Falling-Like-Johnson-ebook/dp/B07762C15M/ref=sr_1_1?dchild=1&keywords=Will+You+Be+Mine+Rilzy+Adams&qid=1615771852&s=books&sr=1-1,Will you be mine,307
Rochelle Alers,All My Tomorrows,https://m.media-amazon.com/images/I/91pbyhluOUL._AC_UY218_.jpg,2018,"Disenchanted with the politics of working in an upscale Washington, D.C. restaurant, chef Lydia Lord resigns from her job and returns home to Baltimore. When Lydia volunteers to be a chef at a summer camp, her life takes an unexpected turn--into the arms of former football star Kennedy Fletcher. Soon their evening walks turn into passion-filled nights. But what happens when one of them believes their relationship is just a sizzling summer fling?",https://www.amazon.com/All-Tomorrows-Arabesque-Rochelle-Alers-ebook/dp/B077PRYGFL/ref=sr_1_1?dchild=1&keywords=All+My+Tomorrows+Rochelle+Alers&qid=1615777436&s=digital-text&sr=1-1,All my tomorrows,159
Rochelle Alers,Breakaway,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Breakaway ,160
Rochelle Alers,Breakfast in bed,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Breakfast in bed,161
Rochelle Alers,Capital wives,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Capital wives,162
Rochelle Alers,Here I am,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Here I am ,163
Rochelle Alers,Home to Wickham Falls,https://m.media-amazon.com/images/I/51zLry8I16L.jpg,2017,"There's No Place Like Home...
 
 Nothing could draw Sawyer Middleton back permanently to the town he left behind years before. Or so he thinks, before he meets his sister's best friend. As soon as he matches wits with gorgeous, gregarious teacher Jessica Calhoun, Sawyer realizes he's got a lot to learn about friendship... and love.
 
 Smart, savvy Jessica wants to grow old in Wickham Falls. Software engineer Sawyer has made it to the big city--and away from small-town life. And just like his ailing father, Sawyer's used to calling the shots. But can losing his heart make Sawyer realize that home is where the heart is... and that his heart is with Jessica for good?",https://www.amazon.com/Home-Wickham-Falls-Weddings-Book-ebook/dp/B01MQV6XDH/ref=sr_1_1?dchild=1&keywords=Home+to+wickham+falls+Rochelle+Alers&qid=1615777530&s=digital-text&sr=1-1,Home to wickham falls,164
Rochelle Alers,Private Passions,https://m.media-amazon.com/images/I/81eMrk1YgwL._AC_UY218_.jpg,2012,"Successful journalist Emily Kirkland never expected that her longtime friendship with gubernatorial candidate Christopher Delgado could ignite a dangerously irresistible desire that would result in their secret marriage. Now, with scandal and a formidable enemy threatening their most cherished dreams, Emily must uncover the truth, risking all for a passion that could promise forever...",https://www.amazon.com/Private-Passions-Arabesque-Rochelle-Alers/dp/0373534744/ref=sr_1_1?dchild=1&keywords=Private+Passions+Rochelle+Alers&qid=1615777390&s=digital-text&sr=1-1,Private passions,165
Rochelle Alers,Secret vows,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Secret vows,166
Rochelle Alers,Stranger in my arms,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Stranger in my arms,167
Rochelle Alers,Summer vows,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Summer vows,168
Rochelle Alers,Sweet silver bells,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Sweet silver bells,169
Rochelle Alers,Taken by Storm,https://m.media-amazon.com/images/I/51Os8IfT0iL._SY346_.jpg,2018,"Love blooms between a floral designer and her live-in bodyguard in bestselling author Rochelle Alers's third book in the Whitfield Brides Trilogy!
 
 When tall, ruggedly handsome U.S. marshall Raphael Madison tells spirited five-foot-three floral designer Simone Whitfield that he's her live-in bodyguard for the duration of a high-profile court case, the notion that opposites attract definitely applies.
 
 But while trying to stay busy and ignore the magnetic pull of the hunky lawman, Simone discovers that sharing her home with a bodyguard stirs up a storm of longing. Soon, their closeness becomes electrifying, as friendship brings intimacy and an endless night of uncontrollable passion. But will the morning after bring regrets... or promises of forever?",https://www.amazon.com/Taken-Storm-Whitfield-Brides-Rochelle-ebook/dp/B07DGXSQFW/ref=sr_1_1?dchild=1&keywords=Taken+by+storm+Rochelle+Alers&qid=1615777588&s=digital-text&sr=1-1,Taken by storm ,170
Rochelle Alers,The Inheritance,https://m.media-amazon.com/images/I/81CWpVKHX6L._AC_UY218_.jpg,2017,"Corporate attorney Hannah DuPont-Lowell always pictured herself returning to New Orleans to retire--just not yet. But after her Manhattan company abruptly lays off its staff, there's no better place to figure out a next move than the porch of her plantation-style home, nestled in the stunning Garden District...
 
 The DuPont House has been in Hannah's family for two centuries. With eighteen rooms and two guesthouses, it's far more home than widowed Hannah needs. Still, it could make a wonderful inn, especially if she can convince her friends and former coworkers Tonya, Jasmine, and Nydia to join in the venture. But in the meantime, Hannah has a high school reunion to attend...
 
 College Professor St. John McNair, Hannah's one-time classmate, is still the finest guy in any room. Between Hannah's willowy, blonde beauty, and his uncanny resemblance to Marvin Gaye, they make a striking pair. And gradually, their rekindled friendship moves toward romance. Still, Hannah is too bruised by her late husband's infidelities to trust a man again. But her friends' arrival and encouragement just might show her a path through uncertainty--straight to a vibrant, joyful new life...",https://www.amazon.com/Inheritance-Innkeepers-Book-1-ebook/dp/B01GBAG7H2/ref=sr_1_1?dchild=1&keywords=The+Inheritance+Rochelle+Alers&qid=1615777304&s=digital-text&sr=1-1,The inheritance ,171
Rochelle Alers,Twice the temptation,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Twice the temptation ,172
Selena Montgomery,Deception,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://www.awakenthegreatnesswithin.com/wp-content/uploads/2018/08/Nature-Quotes-1.jpg,Deception,227
